Province	Electoral district number	Electoral district name	Nom de la circonscription	Type of results*	Type de résultats**	Surname	Middle name(s)	Given name	Political affiliation	Appartenance politique	Votes obtained	% Votes obtained	Rejected ballots	Total number of ballots cast
Quebec	24001	Abitibi--Baie-James--Nunavik--Eeyou	Abitibi--Baie-James--Nunavik--Eeyou	validated	validés	Simon		Daniel	Radical Marijuana	Radical Marijuana	387	1.2	828	32484
Quebec	24002	Abitibi--Témiscamingue	Abitibi--Témiscamingue	validated	validés	Bégin		Aline	Green Party	Parti Vert	1818	3.6	1057	51212
Quebec	24002	Abitibi--Témiscamingue	Abitibi--Témiscamingue	validated	validés	Girard		Jacques	People's Party	Parti populaire	487	1	1057	51212
Quebec	24002	Abitibi--Témiscamingue	Abitibi--Témiscamingue	validated	validés	Guimond		Alain	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5093	10.2	1057	51212
Quebec	24002	Abitibi--Témiscamingue	Abitibi--Témiscamingue	validated	validés	Lemire		Sébastien	Bloc Québécois	Bloc Québécois	22803	45.5	1057	51212
Quebec	24002	Abitibi--Témiscamingue	Abitibi--Témiscamingue	validated	validés	Provencher		Mario	Conservative	Conservateur	7537	15	1057	51212
Quebec	24002	Abitibi--Témiscamingue	Abitibi--Témiscamingue	validated	validés	Thibault		Claude	Liberal	Libéral	12417	24.8	1057	51212
Quebec	24003	Ahuntsic-Cartierville	Ahuntsic-Cartierville	validated	validés	Ayas		Raymond	People's Party	Parti populaire	584	1.1	1022	56133
Quebec	24003	Ahuntsic-Cartierville	Ahuntsic-Cartierville	validated	validés	El-Masri		Zahia	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6284	11.4	1022	56133
Quebec	24003	Ahuntsic-Cartierville	Ahuntsic-Cartierville	validated	validés	Joly		Mélanie	Liberal	Libéral	28904	52.4	1022	56133
Quebec	24003	Ahuntsic-Cartierville	Ahuntsic-Cartierville	validated	validés	Laframboise		Kathy	Conservative	Conservateur	4013	7.3	1022	56133
Quebec	24003	Ahuntsic-Cartierville	Ahuntsic-Cartierville	validated	validés	Lavarenne		Jean-Michel	Green Party	Parti Vert	3352	6.1	1022	56133
Quebec	24003	Ahuntsic-Cartierville	Ahuntsic-Cartierville	validated	validés	Parizeau		André	Bloc Québécois	Bloc Québécois	11974	21.7	1022	56133
Quebec	24004	Alfred-Pellan	Alfred-Pellan	validated	validés	Buté		Julius	Pour l'Indépendance du Québec	Pour l'Indépendance du Québec	177	.3	973	55282
Quebec	24004	Alfred-Pellan	Alfred-Pellan	validated	validés	Cappelletti		Dwayne	Independent	Indépendant(e)	113	.2	973	55282
Quebec	24004	Alfred-Pellan	Alfred-Pellan	validated	validés	Couture		Matthieu	People's Party	Parti populaire	471	.9	973	55282
Quebec	24004	Alfred-Pellan	Alfred-Pellan	validated	validés	Esposito		Angelo	Conservative	Conservateur	5917	10.9	973	55282
Quebec	24004	Alfred-Pellan	Alfred-Pellan	validated	validés	Howells		Marguerite	Green Party	Parti Vert	1958	3.6	973	55282
Quebec	24004	Alfred-Pellan	Alfred-Pellan	validated	validés	Iacono		Angelo	Liberal	Libéral	26015	47.9	973	55282
Quebec	24004	Alfred-Pellan	Alfred-Pellan	validated	validés	Kocini		Andriana	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4109	7.6	973	55282
Quebec	24004	Alfred-Pellan	Alfred-Pellan	validated	validés	Lachance		Michel	Bloc Québécois	Bloc Québécois	15549	28.6	973	55282
Quebec	24005	Argenteuil--La Petite-Nation	Argenteuil--La Petite-Nation	validated	validés	Boucher Smoley		Charlotte	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3758	7.5	828	50825
Quebec	24005	Argenteuil--La Petite-Nation	Argenteuil--La Petite-Nation	validated	validés	Destroismaisons		Yves	Bloc Québécois	Bloc Québécois	18167	36.3	828	50825
Quebec	24005	Argenteuil--La Petite-Nation	Argenteuil--La Petite-Nation	validated	validés	Edwards		Sherwin	People's Party	Parti populaire	721	1.4	828	50825
Quebec	24005	Argenteuil--La Petite-Nation	Argenteuil--La Petite-Nation	validated	validés	Lauzon		Stéphane	Liberal	Libéral	18896	37.8	828	50825
Quebec	24005	Argenteuil--La Petite-Nation	Argenteuil--La Petite-Nation	validated	validés	Louis-Seize		Marie	Conservative	Conservateur	6044	12.1	828	50825
Quebec	24005	Argenteuil--La Petite-Nation	Argenteuil--La Petite-Nation	validated	validés	Valiquette		Marjorie	Green Party	Parti Vert	2411	4.8	828	50825
Quebec	24006	Avignon--La Mitis--Matane--Matapédia	Avignon--La Mitis--Matane--Matapédia	validated	validés	Barnabé		Éric	People's Party	Parti populaire	210	.6	591	36559
Quebec	24006	Avignon--La Mitis--Matane--Matapédia	Avignon--La Mitis--Matane--Matapédia	validated	validés	Castonguay		Mathieu	Parti Rhinocéros Party	Parti Rhinocéros Party	180	.5	591	36559
Quebec	24006	Avignon--La Mitis--Matane--Matapédia	Avignon--La Mitis--Matane--Matapédia	validated	validés	Côté		Rémi-Jocelyn	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1435	4	591	36559
Quebec	24006	Avignon--La Mitis--Matane--Matapédia	Avignon--La Mitis--Matane--Matapédia	validated	validés	Massé		Rémi	Liberal	Libéral	12188	33.9	591	36559
Quebec	24006	Avignon--La Mitis--Matane--Matapédia	Avignon--La Mitis--Matane--Matapédia	validated	validés	Michaud		Kristina	Bloc Québécois	Bloc Québécois	18500	51.4	591	36559
Quebec	24006	Avignon--La Mitis--Matane--Matapédia	Avignon--La Mitis--Matane--Matapédia	validated	validés	Morrison		James	Green Party	Parti Vert	699	1.9	591	36559
Quebec	24006	Avignon--La Mitis--Matane--Matapédia	Avignon--La Mitis--Matane--Matapédia	validated	validés	Tremblay		Natasha	Conservative	Conservateur	2756	7.7	591	36559
Quebec	24007	Beauce	Beauce	validated	validés	Bernier		Maxime	Parti Rhinocéros Party	Parti Rhinocéros Party	1084	1.8	1147	60576
Quebec	24007	Beauce	Beauce	validated	validés	Bernier		Maxime	People's Party	Parti populaire	16796	28.3	1147	60576
Quebec	24007	Beauce	Beauce	validated	validés	Fortin		Josiane	Green Party	Parti Vert	1461	2.5	1147	60576
Quebec	24007	Beauce	Beauce	validated	validés	Jacques-Côté		François	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1847	3.1	1147	60576
Quebec	24007	Beauce	Beauce	validated	validés	Lehoux		Richard	Conservative	Conservateur	22860	38.5	1147	60576
Quebec	24007	Beauce	Beauce	validated	validés	Rodrigue		Guillaume	Bloc Québécois	Bloc Québécois	8410	14.2	1147	60576
Quebec	24007	Beauce	Beauce	validated	validés	Veilleux		Adam	Liberal	Libéral	6971	11.7	1147	60576
Quebec	24008	Beauport--Limoilou	Beauport--Limoilou	validated	validés	Beaudet		Simon-Pierre	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5599	11.2	1272	51463
Quebec	24008	Beauport--Limoilou	Beauport--Limoilou	validated	validés	Bujold		Antoine	Liberal	Libéral	13020	25.9	1272	51463
Quebec	24008	Beauport--Limoilou	Beauport--Limoilou	validated	validés	Bédard		Alicia	People's Party	Parti populaire	1033	2.1	1272	51463
Quebec	24008	Beauport--Limoilou	Beauport--Limoilou	validated	validés	Clarke		Alupa	Conservative	Conservateur	13185	26.3	1272	51463
Quebec	24008	Beauport--Limoilou	Beauport--Limoilou	validated	validés	Elhak		Dalila	Green Party	Parti Vert	2127	4.2	1272	51463
Quebec	24008	Beauport--Limoilou	Beauport--Limoilou	validated	validés	Moreau		Claude	ML	ML	78	.2	1272	51463
Quebec	24008	Beauport--Limoilou	Beauport--Limoilou	validated	validés	Vignola		Julie	Bloc Québécois	Bloc Québécois	15149	30.2	1272	51463
Quebec	24009	Bécancour--Nicolet--Saurel	Bécancour--Nicolet--Saurel	validated	validés	Lennard		Carole	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2732	5.2	1042	53379
Quebec	24009	Bécancour--Nicolet--Saurel	Bécancour--Nicolet--Saurel	validated	validés	Plamondon		Louis	Bloc Québécois	Bloc Québécois	29653	56.7	1042	53379
Quebec	24009	Bécancour--Nicolet--Saurel	Bécancour--Nicolet--Saurel	validated	validés	Rochefort		Nathalie	Liberal	Libéral	9332	17.8	1042	53379
Quebec	24009	Bécancour--Nicolet--Saurel	Bécancour--Nicolet--Saurel	validated	validés	Synnott		Richard	People's Party	Parti populaire	489	.9	1042	53379
Quebec	24009	Bécancour--Nicolet--Saurel	Bécancour--Nicolet--Saurel	validated	validés	Turcotte		David	Green Party	Parti Vert	1697	3.2	1042	53379
Quebec	24009	Bécancour--Nicolet--Saurel	Bécancour--Nicolet--Saurel	validated	validés	Émond		Pierre-André	Conservative	Conservateur	8434	16.1	1042	53379
Quebec	24010	Bellechasse--Les Etchemins--Lévis	Bellechasse--Les Etchemins--Lévis	validated	validés	Blaney		Steven	Conservative	Conservateur	32283	50.1	1113	65560
Quebec	24010	Bellechasse--Les Etchemins--Lévis	Bellechasse--Les Etchemins--Lévis	validated	validés	Bouchard-Théberge		Sébastien	Bloc Québécois	Bloc Québécois	14754	22.9	1113	65560
Quebec	24010	Bellechasse--Les Etchemins--Lévis	Bellechasse--Les Etchemins--Lévis	validated	validés	Chamroeun		Khuon	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3256	5.1	1113	65560
Quebec	24010	Bellechasse--Les Etchemins--Lévis	Bellechasse--Les Etchemins--Lévis	validated	validés	Gilbert		Yves	Christian Heritage Party	Parti de l'Héritage Chrétien	188	.3	1113	65560
Quebec	24010	Bellechasse--Les Etchemins--Lévis	Bellechasse--Les Etchemins--Lévis	validated	validés	Harvey		Laurence	Liberal	Libéral	10734	16.7	1113	65560
Quebec	24010	Bellechasse--Les Etchemins--Lévis	Bellechasse--Les Etchemins--Lévis	validated	validés	Johnston		Marc	People's Party	Parti populaire	1307	2	1113	65560
Quebec	24010	Bellechasse--Les Etchemins--Lévis	Bellechasse--Les Etchemins--Lévis	validated	validés	Voyer		André	Green Party	Parti Vert	1925	3	1113	65560
Quebec	24011	Beloeil--Chambly	Beloeil--Chambly	validated	validés	Bernard		Chloé	People's Party	Parti populaire	512	.7	1064	70554
Quebec	24011	Beloeil--Chambly	Beloeil--Chambly	validated	validés	Blanchet		Yves-François	Bloc Québécois	Bloc Québécois	35068	50.5	1064	70554
Quebec	24011	Beloeil--Chambly	Beloeil--Chambly	validated	validés	Blondin		Michel	Pour l'Indépendance du Québec	Pour l'Indépendance du Québec	205	.3	1064	70554
Quebec	24011	Beloeil--Chambly	Beloeil--Chambly	validated	validés	Carrier		Pierre	Green Party	Parti Vert	3255	4.7	1064	70554
Quebec	24011	Beloeil--Chambly	Beloeil--Chambly	validated	validés	Dubé		Matthew	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	10086	14.5	1064	70554
Quebec	24011	Beloeil--Chambly	Beloeil--Chambly	validated	validés	Hamel		Marie-Chantal	Liberal	Libéral	16059	23.1	1064	70554
Quebec	24011	Beloeil--Chambly	Beloeil--Chambly	validated	validés	Laprise		Véronique	Conservative	Conservateur	4305	6.2	1064	70554
Quebec	24012	Berthier--Maskinongé	Berthier--Maskinongé	validated	validés	Brosseau		Ruth Ellen	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	19698	35	977	57331
Quebec	24012	Berthier--Maskinongé	Berthier--Maskinongé	validated	validés	Bélanger		Alain	Independent	Indépendant(e)	154	.3	977	57331
Quebec	24012	Berthier--Maskinongé	Berthier--Maskinongé	validated	validés	Bélanger		Josée	Conservative	Conservateur	5812	10.3	977	57331
Quebec	24012	Berthier--Maskinongé	Berthier--Maskinongé	validated	validés	Jubinville		Martin Acetaria Caesar	Parti Rhinocéros Party	Parti Rhinocéros Party	151	.3	977	57331
Quebec	24012	Berthier--Maskinongé	Berthier--Maskinongé	validated	validés	Laferrière		Éric	Green Party	Parti Vert	1008	1.8	977	57331
Quebec	24012	Berthier--Maskinongé	Berthier--Maskinongé	validated	validés	Légaré		Danny	Radical Marijuana	Radical Marijuana	107	.2	977	57331
Quebec	24012	Berthier--Maskinongé	Berthier--Maskinongé	validated	validés	Massé		Luc	People's Party	Parti populaire	428	.8	977	57331
Quebec	24012	Berthier--Maskinongé	Berthier--Maskinongé	validated	validés	Perron		Yves	Bloc Québécois	Bloc Québécois	21200	37.6	977	57331
Quebec	24012	Berthier--Maskinongé	Berthier--Maskinongé	validated	validés	Poirier		Christine	Liberal	Libéral	7796	13.8	977	57331
Quebec	24013	Thérèse-De Blainville	Thérèse-De Blainville	validated	validés	Ayoub		Ramez	Liberal	Libéral	20988	35.8	933	59482
Quebec	24013	Thérèse-De Blainville	Thérèse-De Blainville	validated	validés	Beaudet		Normand	Green Party	Parti Vert	2710	4.6	933	59482
Quebec	24013	Thérèse-De Blainville	Thérèse-De Blainville	validated	validés	Chabot		Louise	Bloc Québécois	Bloc Québécois	24486	41.8	933	59482
Quebec	24013	Thérèse-De Blainville	Thérèse-De Blainville	validated	validés	Fournier		Marie Claude	Conservative	Conservateur	5264	9	933	59482
Quebec	24013	Thérèse-De Blainville	Thérèse-De Blainville	validated	validés	Lamontagne		Alain	Parti Rhinocéros Party	Parti Rhinocéros Party	215	.4	933	59482
Quebec	24013	Thérèse-De Blainville	Thérèse-De Blainville	validated	validés	Mounanga		Désiré	People's Party	Parti populaire	366	.6	933	59482
Quebec	24013	Thérèse-De Blainville	Thérèse-De Blainville	validated	validés	Piano		Andy	Independent	Indépendant(e)	89	.2	933	59482
Quebec	24013	Thérèse-De Blainville	Thérèse-De Blainville	validated	validés	Wolker		Hannah	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4431	7.6	933	59482
Quebec	24014	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	validated	validés	Albert		Clifford	People's Party	Parti populaire	384	.6	913	61696
Quebec	24014	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	validated	validés	Barsalou-Duval		Xavier	Bloc Québécois	Bloc Québécois	31009	51	913	61696
Quebec	24014	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	validated	validés	Chalifoux		Simon	Liberal	Libéral	17333	28.5	913	61696
Quebec	24014	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	validated	validés	Daviault		Mathieu	Conservative	Conservateur	4910	8.1	913	61696
Quebec	24014	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	validated	validés	English		Sean	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4192	6.9	913	61696
Quebec	24014	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	validated	validés	Gariépy		Dany	Green Party	Parti Vert	2955	4.9	913	61696
Quebec	24015	Bourassa	Bourassa	validated	validés	Ashe		Payton	Green Party	Parti Vert	1343	3.3	1009	41360
Quebec	24015	Bourassa	Bourassa	validated	validés	Di Iorio		Joseph	Independent	Indépendant(e)	212	.5	1009	41360
Quebec	24015	Bourassa	Bourassa	validated	validés	Dubourg		Emmanuel	Liberal	Libéral	23231	57.6	1009	41360
Quebec	24015	Bourassa	Bourassa	validated	validés	Lamour		Konrad	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3204	7.9	1009	41360
Quebec	24015	Bourassa	Bourassa	validated	validés	Lavoie		Anne-Marie	Bloc Québécois	Bloc Québécois	9043	22.4	1009	41360
Quebec	24015	Bourassa	Bourassa	validated	validés	Lefebvre		Catherine	Conservative	Conservateur	2899	7.2	1009	41360
Quebec	24015	Bourassa	Bourassa	validated	validés	Léger		Louis	People's Party	Parti populaire	347	.9	1009	41360
Quebec	24015	Bourassa	Bourassa	validated	validés	Roy		Françoise	ML	ML	72	.2	1009	41360
Quebec	24016	Brome--Missisquoi	Brome--Missisquoi	validated	validés	Allard		Monique	Bloc Québécois	Bloc Québécois	21152	34.4	962	62403
Quebec	24016	Brome--Missisquoi	Brome--Missisquoi	validated	validés	Bessette		Lyne	Liberal	Libéral	23450	38.2	962	62403
Quebec	24016	Brome--Missisquoi	Brome--Missisquoi	validated	validés	Cloutier		Steeve	Parti Rhinocéros Party	Parti Rhinocéros Party	310	.5	962	62403
Quebec	24016	Brome--Missisquoi	Brome--Missisquoi	validated	validés	Cotton		Lawrence	VCP	CAC	187	.3	962	62403
Quebec	24016	Brome--Missisquoi	Brome--Missisquoi	validated	validés	Côté		Bruno	Conservative	Conservateur	7697	12.5	962	62403
Quebec	24016	Brome--Missisquoi	Brome--Missisquoi	validated	validés	Dallaire		Normand	Green Party	Parti Vert	3302	5.4	962	62403
Quebec	24016	Brome--Missisquoi	Brome--Missisquoi	validated	validés	Jetté		Sylvie	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4887	8	962	62403
Quebec	24016	Brome--Missisquoi	Brome--Missisquoi	validated	validés	Poulin		François	People's Party	Parti populaire	456	.7	962	62403
Quebec	24017	Brossard--Saint-Lambert	Brossard--Saint-Lambert	validated	validés	Audet		Marc	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5410	9.5	657	57309
Quebec	24017	Brossard--Saint-Lambert	Brossard--Saint-Lambert	validated	validés	De Luca		Grégory	Green Party	Parti Vert	2935	5.2	657	57309
Quebec	24017	Brossard--Saint-Lambert	Brossard--Saint-Lambert	validated	validés	Diotte		Marie-Claude	Bloc Québécois	Bloc Québécois	11131	19.6	657	57309
Quebec	24017	Brossard--Saint-Lambert	Brossard--Saint-Lambert	validated	validés	Hoa		Glenn	Conservative	Conservateur	6112	10.8	657	57309
Quebec	24017	Brossard--Saint-Lambert	Brossard--Saint-Lambert	validated	validés	Mendès		Alexandra	Liberal	Libéral	30537	53.9	657	57309
Quebec	24017	Brossard--Saint-Lambert	Brossard--Saint-Lambert	validated	validés	Nassif		Sam	People's Party	Parti populaire	527	.9	657	57309
Quebec	24018	Rimouski-Neigette--Témiscouata--Les Basques	Rimouski-Neigette--Témiscouata--Les Basques	validated	validés	Blanchette-Joncas		Maxime	Bloc Québécois	Bloc Québécois	17314	37.8	758	46525
Quebec	24018	Rimouski-Neigette--Témiscouata--Les Basques	Rimouski-Neigette--Témiscouata--Les Basques	validated	validés	Brassard-Fortin		Nancy	Conservative	Conservateur	4073	8.9	758	46525
Quebec	24018	Rimouski-Neigette--Témiscouata--Les Basques	Rimouski-Neigette--Témiscouata--Les Basques	validated	validés	Caron		Guy	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	13050	28.5	758	46525
Quebec	24018	Rimouski-Neigette--Témiscouata--Les Basques	Rimouski-Neigette--Témiscouata--Les Basques	validated	validés	Lacombe		Pierre	People's Party	Parti populaire	232	.5	758	46525
Quebec	24018	Rimouski-Neigette--Témiscouata--Les Basques	Rimouski-Neigette--Témiscouata--Les Basques	validated	validés	Picker-Paquin		Lysane	Parti Rhinocéros Party	Parti Rhinocéros Party	179	.4	758	46525
Quebec	24018	Rimouski-Neigette--Témiscouata--Les Basques	Rimouski-Neigette--Témiscouata--Les Basques	validated	validés	Pilon		Chantal	Liberal	Libéral	10095	22.1	758	46525
